time,FLOW,TEMP,SALT,OXY_oxy,NIT_amm,NIT_nit,PHS_frp,OGM_doc,OGM_docr,OGM_poc,OGM_don,OGM_donr,OGM_pon,OGM_dop,OGM_dopr,OGM_pop,CAR_dic,CAR_ch4,SIL_rsi
2016-02-12,1.00E-08,5.893430487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-13,1.00E-08,5.937463754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-14,1.00E-08,5.981497021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-15,1.00E-08,6.025530288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-16,1.00E-08,6.069563555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-17,1.00E-08,6.113596822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-18,1.00E-08,6.157630089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-19,1.00E-08,6.201663357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-20,1.00E-08,6.245696624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-21,1.00E-08,6.289729891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-22,1.00E-08,6.333763158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-23,1.00E-08,6.377796425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-24,1.00E-08,6.421829692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-25,1.00E-08,6.465862959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-26,1.00E-08,6.509896226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-27,1.00E-08,6.553929494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-28,1.00E-08,6.597962761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-02-29,1.00E-08,6.641996028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-01,1.00E-08,6.686029295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-02,1.00E-08,6.730062562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-03,1.00E-08,6.774095829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-04,1.00E-08,6.818129096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-05,1.00E-08,6.862162363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-06,1.00E-08,6.906195631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-07,1.00E-08,6.950228898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-08,1.00E-08,6.994262165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-09,1.00E-08,7.038295432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-10,1.00E-08,7.082328699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-11,1.00E-08,7.126361966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-12,1.00E-08,7.170395233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-13,1.00E-08,7.2144285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-14,1.00E-08,7.258461768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-15,1.00E-08,7.302495035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-16,1.00E-08,7.346528302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-17,1.00E-08,7.390561569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-18,1.00E-08,7.434594836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-19,1.00E-08,7.478628103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-20,1.00E-08,7.52266137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-21,1.00E-08,7.566694638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-22,1.00E-08,7.610727905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-23,1.00E-08,7.654761172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-24,1.00E-08,7.698794439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-25,1.00E-08,7.742827706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-26,1.00E-08,7.786860973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-27,1.00E-08,7.83089424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-28,1.00E-08,7.874927507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-29,1.00E-08,7.918960775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-30,1.00E-08,7.962994042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-03-31,1.00E-08,8.007027309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-01,1.00E-08,8.051060576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-02,1.00E-08,8.095093843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-03,1.00E-08,8.13912711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-04,1.00E-08,8.183160377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-05,1.00E-08,8.227193644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-06,1.00E-08,8.271226912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-07,1.00E-08,8.315260179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-08,1.00E-08,8.359293446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-09,1.00E-08,8.403326713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-10,1.00E-08,8.44735998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-11,1.00E-08,8.491393247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-12,1.00E-08,8.535426514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-13,1.00E-08,8.579459782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-14,1.00E-08,8.623493049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-15,1.00E-08,8.667526316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-16,1.00E-08,8.711559583,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-17,1.00E-08,8.75559285,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-18,1.00E-08,8.799626117,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-19,1.00E-08,8.843659384,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-20,1.00E-08,8.887692651,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-21,1.00E-08,8.931725919,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-22,1.00E-08,8.975759186,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-23,1.00E-08,9.019792453,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-24,1.00E-08,9.06382572,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-25,1.00E-08,9.107858987,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-26,1.00E-08,9.151892254,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-27,1.00E-08,9.195925521,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-28,1.00E-08,9.239958788,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-29,1.00E-08,9.283992056,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-04-30,1.00E-08,9.328025323,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-01,1.00E-08,9.37205859,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-02,1.00E-08,9.416091857,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-03,1.00E-08,9.460125124,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-04,1.00E-08,9.504158391,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-05,1.00E-08,9.548191658,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-06,1.00E-08,9.592224926,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-07,1.00E-08,9.636258193,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-08,1.00E-08,9.68029146,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-09,1.00E-08,9.724324727,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-10,1.00E-08,9.768357994,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-11,1.00E-08,9.812391261,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-12,1.00E-08,9.856424528,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-13,1.00E-08,9.920597396,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-14,1.00E-08,9.984770264,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-15,1.00E-08,10.04894313,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-16,1.00E-08,10.113116,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-17,1.00E-08,10.139284,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-18,1.00E-08,10.165452,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-19,1.00E-08,10.19162,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-20,1.00E-08,10.22786577,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-21,1.00E-08,10.26411155,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-22,1.00E-08,10.30035732,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-23,1.00E-08,10.33660309,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-24,1.00E-08,10.3691744,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-25,1.00E-08,10.4017457,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-26,1.00E-08,10.434317,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-27,1.00E-08,10.48521619,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-28,1.00E-08,10.53611539,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-29,1.00E-08,10.58701458,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-30,1.00E-08,10.62844314,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-05-31,1.00E-08,10.69967941,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-01,1.00E-08,10.75988969,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-02,1.00E-08,10.83321807,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-03,1.00E-08,10.92708361,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-04,1.00E-08,10.99497285,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-05,1.00E-08,11.0628621,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-06,1.00E-08,11.13075135,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-07,1.00E-08,11.27111563,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-08,1.00E-08,11.26846774,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-09,1.00E-08,11.32438969,0,723378600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-10,1.00E-08,11.37490128,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-11,1.00E-08,11.42541288,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-12,1.00E-08,11.47592447,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-13,1.00E-08,11.52643607,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-14,1.00E-08,11.57124982,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-15,1.00E-08,11.61606358,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-16,1.00E-08,11.66087733,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-17,1.00E-08,11.70569109,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-18,1.00E-08,11.75050484,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-19,1.00E-08,11.7953186,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-20,1.00E-08,11.84013235,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-21,1.00E-08,11.88046824,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-22,1.00E-08,11.92080412,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-23,1.00E-08,11.96114,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-24,1.00E-08,12.0038502,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-25,1.00E-08,12.04656039,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-26,1.00E-08,12.08927059,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-27,1.00E-08,12.25672621,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-28,1.00E-08,12.18165446,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-29,1.00E-08,12.24131814,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-06-30,1.00E-08,12.30098182,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-01,1.00E-08,12.36525545,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-02,1.00E-08,12.42952909,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-03,1.00E-08,12.49380273,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-04,1.00E-08,12.55807636,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-05,1.00E-08,12.62235,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-06,1.00E-08,12.66812149,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-07,1.00E-08,12.71389298,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-08,1.00E-08,12.76548061,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-09,1.00E-08,12.81706823,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-10,1.00E-08,12.86865585,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-11,1.00E-08,12.92024348,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-12,1.00E-08,12.97952572,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-13,1.00E-08,13.03880796,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-14,1.00E-08,13.0980902,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-15,1.00E-08,13.16438919,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-16,1.00E-08,13.23068819,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-17,1.00E-08,13.29698718,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-18,1.00E-08,13.36328618,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-19,1.00E-08,13.39330433,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-20,1.00E-08,13.42332248,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-21,1.00E-08,13.45334063,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-22,1.00E-08,13.47777114,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-23,1.00E-08,13.50220166,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-24,1.00E-08,13.52663218,0,452113200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-25,1.00E-08,13.55294902,0,723384000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-26,1.00E-08,13.64614189,0,723384000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-27,1.00E-08,13.75877895,0,813803666.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-28,1.00E-08,13.871416,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-29,1.00E-08,13.97674648,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-30,1.00E-08,14.08207697,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-31,1.00E-08,14.18740745,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-01,1.00E-08,14.29273793,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-02,1.00E-08,14.36925074,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-03,1.00E-08,14.44576355,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-04,1.00E-08,14.52227635,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-05,1.00E-08,14.59878916,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-06,1.00E-08,14.67530197,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-07,1.00E-08,14.75181478,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-08,1.00E-08,14.82832759,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-09,1.00E-08,14.88973876,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-10,1.00E-08,14.95114994,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-11,1.00E-08,15.01256111,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-12,1.00E-08,15.07248365,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-13,1.00E-08,15.1324062,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-14,1.00E-08,15.19232874,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-15,1.00E-08,15.25225128,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-16,1.00E-08,15.29891308,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-17,1.00E-08,15.34557487,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-18,1.00E-08,15.39223667,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-19,1.00E-08,15.44686949,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-20,1.00E-08,15.50150231,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-21,1.00E-08,15.55613513,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-22,1.00E-08,15.61076795,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-23,1.00E-08,15.66540077,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-24,1.00E-08,15.69272439,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-25,1.00E-08,15.720048,0,904218333.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-26,1.00E-08,15.74737162,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-27,1.00E-08,15.78314652,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-28,1.00E-08,15.81892142,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-29,1.00E-08,15.85469632,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-30,1.00E-08,15.89047122,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-31,1.00E-08,15.92624612,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-01,1.00E-08,15.96202102,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-02,1.00E-08,15.99779592,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-03,1.00E-08,16.02515408,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-04,1.00E-08,16.05251224,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-05,1.00E-08,16.07987041,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-06,1.00E-08,16.10722857,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-07,1.00E-08,16.11966613,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-08,1.00E-08,16.13210369,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-09,1.00E-08,16.14454125,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-10,1.00E-08,16.17160282,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-11,1.00E-08,16.19866438,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-12,1.00E-08,16.22572595,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-13,1.00E-08,16.25278752,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-14,1.00E-08,16.27984909,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-15,1.00E-08,16.30691065,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-16,1.00E-08,16.33397222,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-17,1.00E-08,16.34110238,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-18,1.00E-08,16.36772621,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-19,1.00E-08,16.39435003,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-20,1.00E-08,16.42097385,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-21,1.00E-08,16.44759768,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-22,1.00E-08,16.4742215,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-23,1.00E-08,16.50084533,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-24,1.00E-08,16.52746915,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-25,1.00E-08,16.55409298,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-26,1.00E-08,16.5807168,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-27,1.00E-08,16.60734063,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-28,1.00E-08,16.62164951,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-29,1.00E-08,16.63595839,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-09-30,1.00E-08,16.65026727,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-01,1.00E-08,16.64405934,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-02,1.00E-08,16.6378514,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-03,1.00E-08,16.63164347,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-04,1.00E-08,16.62543554,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-05,1.00E-08,16.6192276,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-06,1.00E-08,16.61301967,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-07,1.00E-08,16.60681174,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-08,1.00E-08,16.6006038,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-09,1.00E-08,16.59439587,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-10,1.00E-08,16.58818793,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-11,1.00E-08,16.58198,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-12,1.00E-08,16.43371531,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-13,1.00E-08,16.28545061,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-14,1.00E-08,16.13718592,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-15,1.00E-08,16.05628842,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-16,1.00E-08,15.97539092,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-10-17,1.00E-08,15.89449342,0,632960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
